,Year,Month, format: day,hour,기온,강수,강수형태,습도,풍속,풍향,하늘상태,뇌전
0,2021,01,1,0,5.0,0.0,0.0,49.0,2.9,323.0,-1.0,-1.0
1,2021,01,1,100,5.5,0.0,0.0,51.0,3.0,286.0,-1.0,-1.0
2,2021,01,1,200,5.5,0.0,0.0,50.0,3.0,255.0,-1.0,-1.0
3,2021,01,1,300,6.0,0.0,0.0,54.0,3.7,303.0,-1.0,-1.0
4,2021,01,1,400,5.9,0.0,0.0,54.0,3.7,295.0,-1.0,-1.0
5,2021,01,1,500,6.1,0.0,0.0,53.0,3.1,311.0,-1.0,-1.0
6,2021,01,1,600,6.0,0.0,0.0,55.0,4.1,313.0,-1.0,-1.0
7,2021,01,1,700,6.0,0.0,0.0,55.0,3.3,282.0,-1.0,-1.0
8,2021,01,1,800,6.0,0.0,0.0,56.0,3.1,305.0,-1.0,-1.0
9,2021,01,1,900,6.2,0.0,0.0,56.0,3.4,297.0,-1.0,-1.0
10,2021,01,1,1000,6.2,0.0,0.0,55.0,2.1,237.0,-1.0,-1.0
11,2021,01,1,1100,5.5,0.0,0.0,62.0,1.8,192.0,-1.0,-1.0
12,2021,01,1,1200,6.6,0.0,0.0,56.0,3.1,293.0,-1.0,-1.0
13,2021,01,1,1300,6.8,0.0,0.0,59.0,3.7,299.0,-1.0,-1.0
14,2021,01,1,1400,7.3,0.0,0.0,52.0,4.1,278.0,-1.0,-1.0
15,2021,01,1,1500,6.9,0.0,0.0,52.0,3.8,266.0,-1.0,-1.0
16,2021,01,1,1600,7.0,0.0,0.0,51.0,4.6,277.0,-1.0,-1.0
17,2021,01,1,1700,6.9,0.0,0.0,53.0,4.6,298.0,-1.0,-1.0
18,2021,01,1,1800,6.7,0.0,0.0,53.0,4.3,277.0,-1.0,-1.0
19,2021,01,1,1900,6.8,0.0,0.0,52.0,5.4,298.0,-1.0,-1.0
20,2021,01,1,2000,6.8,0.0,0.0,52.0,5.8,307.0,-1.0,-1.0
21,2021,01,1,2100,6.8,0.0,0.0,52.0,5.5,299.0,-1.0,-1.0
22,2021,01,1,2200,7.1,0.0,0.0,49.0,3.9,288.0,-1.0,-1.0
23,2021,01,1,2300,7.2,0.0,0.0,50.0,4.8,304.0,-1.0,-1.0
24,2021,01,2,0,7.6,0.0,0.0,51.0,3.3,269.0,-1.0,-1.0
25,2021,01,2,100,7.5,0.0,0.0,64.0,5.3,343.0,-1.0,-1.0
26,2021,01,2,200,6.9,0.0,0.0,67.0,5.7,335.0,-1.0,-1.0
27,2021,01,2,300,7.9,0.0,0.0,64.0,4.9,346.0,-1.0,-1.0
28,2021,01,2,400,6.8,0.0,0.0,65.0,4.3,359.0,-1.0,-1.0
29,2021,01,2,500,6.9,0.0,0.0,56.0,3.5,333.0,-1.0,-1.0
30,2021,01,2,600,6.8,0.0,0.0,54.0,3.9,315.0,-1.0,-1.0
31,2021,01,2,700,5.5,0.0,0.0,63.0,4.0,354.0,-1.0,-1.0
32,2021,01,2,800,4.8,0.0,0.0,61.0,3.8,351.0,-1.0,-1.0
33,2021,01,2,900,4.2,0.0,0.0,57.0,4.0,357.0,-1.0,-1.0
34,2021,01,2,1000,3.8,0.0,0.0,55.0,4.1,10.0,-1.0,-1.0
35,2021,01,2,1100,3.7,0.0,0.0,57.0,1.9,18.0,-1.0,-1.0
36,2021,01,2,1200,3.5,0.0,0.0,54.0,2.9,26.0,-1.0,-1.0
37,2021,01,2,1300,2.8,0.0,0.0,59.0,3.2,10.0,-1.0,-1.0
38,2021,01,2,1400,2.9,0.0,0.0,59.0,2.3,18.0,-1.0,-1.0
39,2021,01,2,1500,3.0,0.0,0.0,61.0,1.7,13.0,-1.0,-1.0
40,2021,01,2,1600,3.3,0.0,0.0,62.0,2.3,23.0,-1.0,-1.0
41,2021,01,2,1700,3.3,0.0,0.0,62.0,3.3,14.0,-1.0,-1.0
42,2021,01,2,1800,3.4,0.0,0.0,62.0,2.6,15.0,-1.0,-1.0
43,2021,01,2,1900,3.4,0.0,0.0,62.0,3.3,19.0,-1.0,-1.0
44,2021,01,2,2000,3.4,0.0,0.0,62.0,4.3,10.0,-1.0,-1.0
45,2021,01,2,2100,3.3,0.0,0.0,61.0,3.6,15.0,-1.0,-1.0
46,2021,01,2,2200,3.4,0.0,0.0,61.0,2.0,28.0,-1.0,-1.0
47,2021,01,2,2300,3.8,0.0,0.0,59.0,3.5,14.0,-1.0,-1.0
48,2021,01,3,0,4.2,0.0,0.0,57.0,4.2,23.0,-1.0,-1.0
49,2021,01,3,100,5.6,0.0,0.0,55.0,2.5,13.0,-1.0,-1.0
50,2021,01,3,200,5.3,0.0,0.0,53.0,2.9,3.0,-1.0,-1.0
51,2021,01,3,300,5.2,0.0,0.0,53.0,3.1,348.0,-1.0,-1.0
52,2021,01,3,400,5.2,0.0,0.0,54.0,2.2,300.0,-1.0,-1.0
53,2021,01,3,500,5.2,0.0,0.0,55.0,2.7,348.0,-1.0,-1.0
54,2021,01,3,600,5.0,0.0,0.0,57.0,1.7,338.0,-1.0,-1.0
55,2021,01,3,700,4.8,0.0,0.0,58.0,3.3,27.0,-1.0,-1.0
56,2021,01,3,800,4.7,0.0,0.0,57.0,1.1,93.0,-1.0,-1.0
57,2021,01,3,900,5.0,0.0,0.0,56.0,2.2,29.0,-1.0,-1.0
58,2021,01,3,1000,4.5,0.0,0.0,60.0,0.9,183.0,-1.0,-1.0
59,2021,01,3,1100,4.8,0.0,0.0,59.0,1.2,114.0,-1.0,-1.0
60,2021,01,3,1200,4.7,0.0,0.0,58.0,0.6,178.0,-1.0,-1.0
61,2021,01,3,1300,5.3,0.0,0.0,48.0,1.4,91.0,-1.0,-1.0
62,2021,01,3,1400,5.1,0.0,0.0,51.0,2.0,42.0,-1.0,-1.0
63,2021,01,3,1500,5.1,0.0,0.0,50.0,2.3,57.0,-1.0,-1.0
64,2021,01,3,1600,3.7,0.0,0.0,58.0,1.1,183.0,-1.0,-1.0
65,2021,01,3,1700,3.5,0.0,0.0,59.0,0.8,204.0,-1.0,-1.0
66,2021,01,3,1800,3.0,0.0,0.0,62.0,1.3,156.0,-1.0,-1.0
67,2021,01,3,1900,2.7,0.0,0.0,64.0,1.9,154.0,-1.0,-1.0
68,2021,01,3,2000,2.5,0.0,0.0,66.0,1.9,149.0,-1.0,-1.0
69,2021,01,3,2100,2.3,0.0,0.0,69.0,2.1,163.0,-1.0,-1.0
70,2021,01,3,2200,2.6,0.0,0.0,69.0,1.4,164.0,-1.0,-1.0
71,2021,01,3,2300,4.7,0.0,0.0,62.0,2.1,147.0,-1.0,-1.0
72,2021,01,4,0,8.2,0.0,0.0,50.0,1.1,89.0,-1.0,-1.0
73,2021,01,4,100,8.3,0.0,0.0,52.0,2.0,56.0,-1.0,-1.0
74,2021,01,4,200,7.7,0.0,0.0,52.0,3.6,35.0,-1.0,-1.0
75,2021,01,4,300,8.3,0.0,0.0,50.0,3.2,37.0,-1.0,-1.0
76,2021,01,4,400,8.2,0.0,0.0,52.0,2.1,30.0,-1.0,-1.0
77,2021,01,4,500,8.2,0.0,0.0,52.0,2.3,61.0,-1.0,-1.0
78,2021,01,4,600,8.0,0.0,0.0,52.0,2.0,88.0,-1.0,-1.0
79,2021,01,4,700,7.9,0.0,0.0,53.0,1.6,147.0,-1.0,-1.0
80,2021,01,4,800,7.7,0.0,0.0,54.0,1.7,153.0,-1.0,-1.0
81,2021,01,4,900,7.8,0.0,0.0,51.0,1.7,167.0,-1.0,-1.0
82,2021,01,4,1000,7.4,0.0,0.0,54.0,1.2,174.0,-1.0,-1.0
83,2021,01,4,1100,6.9,0.0,0.0,57.0,1.6,163.0,-1.0,-1.0
84,2021,01,4,1200,6.7,0.0,0.0,58.0,1.6,163.0,-1.0,-1.0
85,2021,01,4,1300,6.6,0.0,0.0,59.0,1.3,166.0,-1.0,-1.0
86,2021,01,4,1400,6.4,0.0,0.0,63.0,2.1,169.0,-1.0,-1.0
87,2021,01,4,1500,6.5,0.0,0.0,64.0,2.6,175.0,-1.0,-1.0
88,2021,01,4,1600,6.8,0.0,0.0,61.0,2.2,174.0,-1.0,-1.0
89,2021,01,4,1700,7.0,0.0,0.0,58.0,1.5,184.0,-1.0,-1.0
90,2021,01,4,1800,9.0,0.0,0.0,57.0,3.1,340.0,-1.0,-1.0
91,2021,01,4,1900,8.1,0.0,0.0,59.0,1.2,249.0,-1.0,-1.0
92,2021,01,4,2000,8.7,0.0,1.0,72.0,2.9,342.0,-1.0,-1.0
93,2021,01,4,2100,8.8,0.0,0.0,67.0,3.8,4.0,-1.0,-1.0
94,2021,01,4,2200,8.2,0.0,1.0,71.0,6.1,10.0,-1.0,-1.0
95,2021,01,4,2300,7.3,0.0,0.0,70.0,7.5,6.0,-1.0,-1.0
96,2021,01,5,0,7.0,0.0,0.0,65.0,6.2,3.0,-1.0,-1.0
97,2021,01,5,100,6.6,0.0,0.0,67.0,4.5,7.0,-1.0,-1.0
98,2021,01,5,200,6.5,0.0,0.0,60.0,4.8,1.0,-1.0,-1.0
99,2021,01,5,300,6.3,0.0,0.0,60.0,3.4,357.0,-1.0,-1.0
100,2021,01,5,400,5.6,0.0,0.0,64.0,4.4,5.0,-1.0,-1.0
101,2021,01,5,500,5.0,0.0,0.0,66.0,5.0,14.0,-1.0,-1.0
102,2021,01,5,600,4.5,0.0,0.0,62.0,4.2,12.0,-1.0,-1.0
103,2021,01,5,700,4.3,0.0,0.0,66.0,4.5,8.0,-1.0,-1.0
104,2021,01,5,800,3.6,0.0,0.0,63.0,3.5,349.0,-1.0,-1.0
105,2021,01,5,900,3.1,0.0,0.0,63.0,3.5,348.0,-1.0,-1.0
106,2021,01,5,1000,2.8,0.0,0.0,63.0,4.3,3.0,-1.0,-1.0
107,2021,01,5,1100,2.7,0.0,0.0,63.0,2.6,328.0,-1.0,-1.0
108,2021,01,5,1200,2.9,0.0,0.0,62.0,3.8,335.0,-1.0,-1.0
109,2021,01,5,1300,2.9,0.0,0.0,64.0,3.9,345.0,-1.0,-1.0
110,2021,01,5,1400,2.5,0.0,0.0,72.0,4.6,11.0,-1.0,-1.0
111,2021,01,5,1500,2.9,0.0,0.0,65.0,4.1,334.0,-1.0,-1.0
112,2021,01,5,1600,3.0,0.0,0.0,65.0,4.9,330.0,-1.0,-1.0
113,2021,01,5,1700,3.0,0.0,0.0,70.0,4.9,358.0,-1.0,-1.0
114,2021,01,5,1800,2.9,0.0,3.0,71.0,4.0,333.0,-1.0,-1.0
115,2021,01,5,1900,1.9,0.1,3.0,81.0,2.7,308.0,-1.0,-1.0
116,2021,01,5,2000,3.2,0.0,0.0,67.0,5.3,314.0,-1.0,-1.0
117,2021,01,5,2100,3.4,0.0,0.0,57.0,4.9,313.0,-1.0,-1.0
118,2021,01,5,2200,3.4,0.0,3.0,60.0,4.2,289.0,-1.0,-1.0
119,2021,01,5,2300,3.3,0.0,0.0,61.0,5.2,310.0,-1.0,-1.0
120,2021,01,6,0,3.5,0.0,3.0,59.0,4.8,306.0,-1.0,-1.0
121,2021,01,6,100,4.1,0.0,0.0,58.0,5.4,304.0,-1.0,-1.0
122,2021,01,6,200,3.7,0.0,0.0,64.0,5.5,314.0,-1.0,-1.0
123,2021,01,6,300,4.5,0.0,2.0,61.0,6.3,311.0,-1.0,-1.0
124,2021,01,6,400,5.1,0.0,0.0,48.0,3.6,294.0,-1.0,-1.0
125,2021,01,6,500,4.6,0.0,0.0,43.0,5.1,290.0,-1.0,-1.0
126,2021,01,6,600,4.1,0.0,0.0,46.0,5.1,297.0,-1.0,-1.0
127,2021,01,6,700,3.8,0.0,0.0,48.0,6.2,301.0,-1.0,-1.0
128,2021,01,6,800,4.0,0.0,0.0,49.0,5.1,302.0,-1.0,-1.0
129,2021,01,6,900,4.1,0.0,0.0,51.0,4.9,294.0,-1.0,-1.0
130,2021,01,6,1000,4.2,0.0,0.0,52.0,5.9,295.0,-1.0,-1.0
131,2021,01,6,1100,4.2,0.0,2.0,57.0,6.3,276.0,-1.0,-1.0
132,2021,01,6,1200,5.5,0.0,0.0,55.0,6.7,284.0,-1.0,-1.0
133,2021,01,6,1300,4.6,0.5,0.0,79.0,7.4,306.0,-1.0,-1.0
134,2021,01,6,1400,3.9,0.0,0.0,72.0,9.6,308.0,-1.0,-1.0
135,2021,01,6,1500,2.8,0.0,0.0,65.0,10.9,303.0,-1.0,-1.0
136,2021,01,6,1600,1.5,0.0,0.0,61.0,9.1,300.0,-1.0,-1.0
137,2021,01,6,1700,0.6,0.0,3.0,67.0,9.4,301.0,-1.0,-1.0
138,2021,01,6,1800,-0.2,0.0,3.0,79.0,9.8,308.0,-1.0,-1.0
139,2021,01,6,1900,0.0,0.1,0.0,63.0,10.2,311.0,-1.0,-1.0
140,2021,01,6,2000,-0.3,0.0,3.0,66.0,6.8,291.0,-1.0,-1.0
141,2021,01,6,2100,-0.3,0.3,3.0,83.0,7.2,307.0,-1.0,-1.0
142,2021,01,6,2200,-0.1,0.0,0.0,52.0,6.8,302.0,-1.0,-1.0
143,2021,01,6,2300,-2.1,0.7,3.0,90.0,7.7,316.0,-1.0,-1.0
144,2021,01,7,0,-1.5,1.0,3.0,86.0,8.1,335.0,-1.0,-1.0
145,2021,01,7,100,-1.4,0.4,3.0,86.0,7.4,356.0,-1.0,-1.0
146,2021,01,7,200,-1.0,0.1,3.0,76.0,7.7,336.0,-1.0,-1.0
147,2021,01,7,300,-2.1,0.1,3.0,84.0,6.4,321.0,-1.0,-1.0
148,2021,01,7,400,-1.4,0.1,3.0,80.0,5.4,318.0,-1.0,-1.0
149,2021,01,7,500,-2.9,0.3,3.0,87.0,5.8,331.0,-1.0,-1.0
150,2021,01,7,600,-1.7,0.4,3.0,76.0,7.2,327.0,-1.0,-1.0
151,2021,01,7,700,-1.8,0.1,3.0,85.0,6.4,347.0,-1.0,-1.0
152,2021,01,7,800,-1.6,0.1,3.0,80.0,5.5,343.0,-1.0,-1.0
153,2021,01,7,900,-2.2,0.7,3.0,87.0,6.0,332.0,-1.0,-1.0
154,2021,01,7,1000,-1.8,0.9,3.0,88.0,4.8,343.0,-1.0,-1.0
155,2021,01,7,1100,-1.4,1.8,3.0,90.0,6.4,3.0,-1.0,-1.0
156,2021,01,7,1200,-1.5,0.1,3.0,74.0,5.6,304.0,-1.0,-1.0
157,2021,01,7,1300,-0.7,0.7,3.0,67.0,5.9,308.0,-1.0,-1.0
158,2021,01,7,1400,-0.7,0.0,3.0,59.0,6.9,306.0,-1.0,-1.0
159,2021,01,7,1500,-0.6,0.0,3.0,67.0,6.1,316.0,-1.0,-1.0
160,2021,01,7,1600,-0.7,0.2,3.0,71.0,7.2,314.0,-1.0,-1.0
161,2021,01,7,1700,-1.5,0.0,3.0,81.0,6.2,337.0,-1.0,-1.0
162,2021,01,7,1800,-1.0,0.0,0.0,62.0,6.8,311.0,-1.0,-1.0
163,2021,01,7,1900,-1.0,0.0,3.0,60.0,7.9,314.0,-1.0,-1.0
164,2021,01,7,2000,-1.4,0.0,3.0,74.0,8.3,321.0,-1.0,-1.0
165,2021,01,7,2100,-0.5,0.0,0.0,50.0,6.2,305.0,-1.0,-1.0
166,2021,01,7,2200,-1.6,0.2,3.0,87.0,8.3,322.0,-1.0,-1.0
167,2021,01,7,2300,-2.1,1.2,3.0,91.0,9.4,17.0,-1.0,-1.0
168,2021,01,8,0,-2.2,0.9,3.0,91.0,5.4,342.0,-1.0,-1.0
169,2021,01,8,100,-1.2,0.0,0.0,81.0,4.7,335.0,-1.0,-1.0
170,2021,01,8,200,-1.3,0.0,3.0,83.0,6.8,355.0,-1.0,-1.0
171,2021,01,8,300,-0.4,0.7,3.0,84.0,5.7,310.0,-1.0,-1.0
172,2021,01,8,400,-0.3,0.8,3.0,81.0,6.2,308.0,-1.0,-1.0
173,2021,01,8,500,-0.6,0.0,3.0,73.0,8.4,312.0,-1.0,-1.0
174,2021,01,8,600,-0.1,0.0,3.0,72.0,7.7,307.0,-1.0,-1.0
175,2021,01,8,700,0.6,0.0,3.0,64.0,7.0,309.0,-1.0,-1.0
176,2021,01,8,800,0.2,0.1,3.0,65.0,8.1,306.0,-1.0,-1.0
177,2021,01,8,900,-0.1,0.0,3.0,68.0,7.8,318.0,-1.0,-1.0
178,2021,01,8,1000,0.1,0.0,3.0,60.0,8.8,310.0,-1.0,-1.0
179,2021,01,8,1100,0.4,0.1,0.0,65.0,8.1,325.0,-1.0,-1.0
180,2021,01,8,1200,-0.9,0.2,3.0,84.0,9.0,326.0,-1.0,-1.0
181,2021,01,8,1300,-1.1,0.5,3.0,89.0,5.3,337.0,-1.0,-1.0
182,2021,01,8,1400,-0.7,1.2,3.0,80.0,7.2,315.0,-1.0,-1.0
183,2021,01,8,1500,-0.7,0.0,0.0,75.0,5.8,347.0,-1.0,-1.0
184,2021,01,8,1600,-1.0,0.0,0.0,70.0,6.8,314.0,-1.0,-1.0
185,2021,01,8,1700,-0.4,0.0,0.0,77.0,5.2,335.0,-1.0,-1.0
186,2021,01,8,1800,0.7,0.0,0.0,61.0,7.3,315.0,-1.0,-1.0
187,2021,01,8,1900,0.8,0.0,0.0,70.0,7.0,309.0,-1.0,-1.0
188,2021,01,8,2000,0.5,0.0,0.0,63.0,6.1,311.0,-1.0,-1.0
189,2021,01,8,2100,1.1,0.0,0.0,58.0,6.6,296.0,-1.0,-1.0
190,2021,01,8,2200,0.3,0.0,3.0,77.0,6.4,292.0,-1.0,-1.0
191,2021,01,8,2300,1.5,0.1,3.0,63.0,6.4,305.0,-1.0,-1.0
192,2021,01,9,0,1.5,0.0,0.0,66.0,8.5,313.0,-1.0,-1.0
193,2021,01,9,100,1.9,0.0,0.0,55.0,7.3,294.0,-1.0,-1.0
194,2021,01,9,200,2.4,0.0,0.0,60.0,8.2,307.0,-1.0,-1.0
195,2021,01,9,300,2.5,0.0,0.0,62.0,7.9,308.0,-1.0,-1.0
196,2021,01,9,400,2.2,0.0,0.0,67.0,7.8,322.0,-1.0,-1.0
197,2021,01,9,500,1.5,0.5,0.0,79.0,6.8,319.0,-1.0,-1.0
198,2021,01,9,600,1.9,0.0,3.0,73.0,7.4,323.0,-1.0,-1.0
199,2021,01,9,700,2.6,0.1,0.0,64.0,8.4,317.0,-1.0,-1.0
200,2021,01,9,800,1.1,0.0,3.0,80.0,5.4,288.0,-1.0,-1.0
201,2021,01,9,900,1.9,0.2,3.0,81.0,7.0,316.0,-1.0,-1.0
202,2021,01,9,1000,2.8,0.0,0.0,62.0,6.8,313.0,-1.0,-1.0
203,2021,01,9,1100,2.1,0.0,0.0,68.0,5.6,354.0,-1.0,-1.0
204,2021,01,9,1200,0.7,0.0,0.0,69.0,5.2,351.0,-1.0,-1.0
205,2021,01,9,1300,0.7,0.0,0.0,69.0,3.7,347.0,-1.0,-1.0
206,2021,01,9,1400,0.8,0.0,0.0,64.0,3.7,308.0,-1.0,-1.0
207,2021,01,9,1500,1.2,0.0,0.0,68.0,2.8,338.0,-1.0,-1.0
208,2021,01,9,1600,1.2,0.0,0.0,68.0,3.6,329.0,-1.0,-1.0
209,2021,01,9,1700,1.4,0.0,0.0,68.0,3.3,330.0,-1.0,-1.0
210,2021,01,9,1800,1.7,0.0,3.0,71.0,3.1,342.0,-1.0,-1.0
211,2021,01,9,1900,1.8,0.0,0.0,67.0,2.0,275.0,-1.0,-1.0
212,2021,01,9,2000,2.1,0.0,3.0,69.0,2.4,299.0,-1.0,-1.0
213,2021,01,9,2100,2.7,0.0,0.0,68.0,2.0,289.0,-1.0,-1.0
214,2021,01,9,2200,1.8,0.0,2.0,86.0,3.4,346.0,-1.0,-1.0
215,2021,01,9,2300,3.2,0.0,2.0,73.0,3.1,289.0,-1.0,-1.0
216,2021,01,10,0,3.9,0.0,0.0,59.0,3.6,296.0,-1.0,-1.0
217,2021,01,10,100,3.9,0.0,0.0,65.0,4.8,306.0,-1.0,-1.0
218,2021,01,10,200,4.1,0.0,2.0,65.0,4.0,290.0,-1.0,-1.0
219,2021,01,10,300,4.8,0.0,0.0,64.0,4.9,302.0,-1.0,-1.0
220,2021,01,10,400,4.8,0.0,0.0,62.0,6.2,306.0,-1.0,-1.0
221,2021,01,10,500,4.7,0.0,0.0,57.0,7.1,297.0,-1.0,-1.0
222,2021,01,10,600,5.0,0.0,0.0,55.0,6.5,296.0,-1.0,-1.0
223,2021,01,10,700,5.0,0.0,0.0,63.0,6.5,305.0,-1.0,-1.0
224,2021,01,10,800,5.0,0.0,0.0,59.0,7.0,314.0,-1.0,-1.0
225,2021,01,10,900,4.8,0.0,0.0,55.0,4.9,313.0,-1.0,-1.0
226,2021,01,10,1000,4.9,0.0,0.0,54.0,4.9,322.0,-1.0,-1.0
227,2021,01,10,1100,4.7,0.0,0.0,53.0,3.9,332.0,-1.0,-1.0
228,2021,01,10,1200,4.7,0.0,0.0,54.0,4.0,350.0,-1.0,-1.0
229,2021,01,10,1300,4.6,0.0,0.0,53.0,3.7,0.0,-1.0,-1.0
230,2021,01,10,1400,4.6,0.0,0.0,54.0,3.4,348.0,-1.0,-1.0
231,2021,01,10,1500,4.7,0.0,0.0,55.0,3.4,345.0,-1.0,-1.0
232,2021,01,10,1600,4.8,0.0,0.0,52.0,3.6,297.0,-1.0,-1.0
233,2021,01,10,1700,4.9,0.0,0.0,56.0,4.0,303.0,-1.0,-1.0
234,2021,01,10,1800,5.0,0.0,0.0,55.0,3.0,298.0,-1.0,-1.0
235,2021,01,10,1900,5.0,0.0,0.0,55.0,3.0,292.0,-1.0,-1.0
236,2021,01,10,2000,4.8,0.0,0.0,60.0,2.5,261.0,-1.0,-1.0
237,2021,01,10,2100,4.6,0.0,1.0,72.0,2.4,26.0,-1.0,-1.0
238,2021,01,10,2200,3.2,0.0,2.0,78.0,1.7,145.0,-1.0,-1.0
239,2021,01,10,2300,2.5,0.7,2.0,88.0,1.8,224.0,-1.0,-1.0
240,2021,01,11,0,2.0,4.7,2.0,92.0,2.0,164.0,-1.0,-1.0
241,2021,01,11,100,2.4,0.4,1.0,91.0,1.5,172.0,-1.0,-1.0
242,2021,01,11,200,3.2,0.0,0.0,88.0,1.6,183.0,-1.0,-1.0
243,2021,01,11,300,3.5,0.0,1.0,84.0,0.9,237.0,-1.0,-1.0
244,2021,01,11,400,3.5,0.1,1.0,79.0,0.9,297.0,-1.0,-1.0
245,2021,01,11,500,3.2,0.1,0.0,87.0,1.7,166.0,-1.0,-1.0
246,2021,01,11,600,3.7,0.0,0.0,82.0,1.9,173.0,-1.0,-1.0
247,2021,01,11,700,3.7,0.0,0.0,80.0,0.9,193.0,-1.0,-1.0
248,2021,01,11,800,3.9,0.0,1.0,80.0,1.2,152.0,-1.0,-1.0
249,2021,01,11,900,3.1,0.5,1.0,84.0,1.4,159.0,-1.0,-1.0
250,2021,01,11,1000,2.9,0.4,1.0,85.0,0.8,228.0,-1.0,-1.0
